foreign_direct_investment,gross_savings,unemployment,labor_force,mortality_rate,new_businesses_registered,education_expenditure,age_dependency_ratio,food_production_index,human_capital_index,imports,exports,life_expectancy_birth,manufacturing,tobacco_use,profit_tax,population,literacy_rate,birth_rate,death_rate,migration,agriculture_forestry_fishing,industry,gdp_per_capita
-198458836.5,7843677294.0,8.438023217966517,1783089.0,60.3,28735.5,270332927.5,79.79955014,127.1,0.5933026911601942,7981116549.0,11524199754.0,60.785,820656018.9,25.092806868705416,0.0,4394844.0,79.31117249,36.684,8.241,-440402.0183585313,623700526.6,10312811539.0,3562.216187878341
289698606.8,10173679147.0,10.0,1827735.0,58.8,28735.5,265639717.3,80.32086109,132.65,0.5933026911601942,6964356331.0,10276402426.0,61.423,753237204.2,14.0,0.0,4510198.0,78.92272071229543,36.198,7.937,-60000.0,672113927.5,11555279996.0,3922.8682672024597
-595923361.8,10389258288.0,8.438023217966517,1871328.0,57.4,28735.5,278536453.2,80.65980387,132.41,0.5933026911601942,7195814696.0,9506330841.0,62.022,1063310070.0,25.092806868705416,18.5,4622761.0,78.92272071229543,35.663,7.659,-440402.0183585313,765056458.6,11132487063.0,3884.847512557971
-1637972305.0,10148784314.0,8.438023217966517,1913965.0,55.9,28735.5,296215279.0,80.85244314,133.56,0.5933026911601942,9150319398.0,9521187839.0,62.582,1067413305.0,14.7,0.0,4736974.0,78.92272071229543,35.094,7.406,-440402.0183585313,813371467.5,10292784082.0,3754.1954669795527
-3728906647.0,4679903662.0,8.438023217966517,1960414.0,54.2,28735.5,213421362.3,80.90940215,135.25,0.5933026911601942,9508100060.0,5080489781.0,63.097,933372727.9,25.092806868705416,0.0,4856095.0,78.92272071229543,34.511,7.18,-440402.0183585313,704161175.3,5568158243.0,2461.4941696980804
-421260000.0,1659254421.0,6.159999847,1387344.0,14.7,28735.5,437685113.3,63.29787473,78.16,0.5933026911601942,5143782043.0,4672770399.0,76.765,2235667751.0,25.092806868705416,16.66987033657947,3632362.0,78.92272071229543,22.527,3.9,-440402.0183585313,1413380907.0,3032641223.0,3198.5486721863076
-403760000.0,1998038786.0,5.679999828,1485844.0,14.4,28735.5,623317745.4,62.17608491,79.38,0.5933026911601942,5803238052.0,5248818523.0,76.948,2454547073.0,25.092806868705416,16.66987033657947,3718949.0,78.92272071229543,21.703,3.904,89527.0,1577215258.0,3284583670.0,3375.1663408129557
-608260000.0,2390941024.0,5.329999924,1571736.0,14.1,28735.5,700544439.3,60.95917423,83.38,0.5933026911601942,6578730704.0,6015987690.0,77.124,2593066857.0,25.092806868705416,16.66987033657947,3803887.0,78.92272071229543,20.885,3.915,-440402.0183585313,1726811995.0,3555319115.0,3579.8658837657376
-614465630.0,2233399650.0,5.900000095,1609637.0,13.6,28735.5,749468668.3,59.5940967,87.38,0.5933026911601942,6411945483.0,6066566857.0,77.293,2662448200.0,25.092806868705416,16.66987033657947,3885430.0,78.92272071229543,20.088,3.933,-440402.0183585313,1583671877.0,3666388617.0,3653.552719518818
-616036841.1,2361907670.0,5.079999924,1623242.0,13.1,28735.5,677412308.8,58.08102388,87.34,0.5933026911601942,6545131998.0,6445399583.0,77.452,2750125183.0,25.092806868705416,16.66987033657947,3962372.0,94.86818695,19.335,3.959,-440402.0183585313,1388584061.0,3819953821.0,3772.8700114476883
-553421869.7,2639376522.0,5.920000076,1731137.0,12.6,28735.5,727130846.9,56.76686894,88.38,0.5933026911601942,6445457525.0,6471720165.0,77.601,2784232955.0,25.092806868705416,16.66987033657947,4034074.0,78.92272071229543,18.648,3.993,-440402.0183585313,1338729323.0,4027897837.0,3944.7376128945575
-590835689.6,2372332980.0,6.329999924,1767946.0,12.1,28735.5,656507728.1,55.318771,85.25,0.5933026911601942,6828718282.0,6502965357.0,77.74,2883593462.0,25.092806868705416,16.66987033657947,4100925.0,78.92272071229543,18.038,4.035,41792.0,1397221609.0,4071756006.0,4024.6518999981713
-622098560.0,2310413866.0,6.559999943,1816458.0,11.8,28735.5,668303329.8,53.81299179,89.44,0.5933026911601942,7367441232.0,7024720849.0,77.871,2953852452.0,25.092806868705416,16.66987033657947,4164053.0,78.92272071229543,17.512,4.083,-440402.0183585313,1526837102.0,4175307577.0,4129.632790696948
-877263569.9,2765277985.0,6.389999866,1829125.0,11.5,28735.5,706129566.8,52.36303697,91.63,0.5933026911601942,8011642171.0,7855095380.0,77.996,3143053864.0,25.092806868705416,16.66987033657947,4225155.0,78.92272071229543,17.074,4.138,-440402.0183585313,1647485930.0,4590520135.0,4385.390719393727
-1379189636.0,2841763651.0,6.570000172,1942025.0,11.3,28735.5,812377162.5,51.03473991,97.76,0.5933026911601942,9170225548.0,8710569531.0,78.117,3380346461.0,25.092806868705416,19.2,4285502.0,78.92272071229543,16.72,4.197,-440402.0183585313,1727951680.0,4862633136.0,4654.824821922846
-1582059955.0,3742361180.0,5.739999771,1977700.0,11.2,4958.0,983890170.2,49.80274108,110.61,0.5933026911601942,10562844259.0,9839017111.0,78.239,3744872926.0,25.092806868705416,19.2,4345412.0,78.92272071229543,16.444,4.26,-440402.0183585313,1914881023.0,5387365365.0,5201.514094635906
-1811870261.0,4616785667.0,4.489999771,2049811.0,11.1,6462.0,1233811991.0,48.72983114,108.04,0.5933026911601942,12333210658.0,10910386063.0,78.362,4336797512.0,14.2,19.2,4404628.0,78.92272071229543,16.225,4.325,30339.0,2128007655.0,6422040775.0,6071.789164487897
-2239506641.0,4725802828.0,4.78000021,2083034.0,10.9,7158.0,1500935623.0,47.79450285,106.65,0.5933026911601942,14660106512.0,11953067007.0,78.491,4661610376.0,25.092806868705416,19.2,4463125.0,78.92272071229543,16.041,4.39,-440402.0183585313,2149025564.0,7252190304.0,6859.079021761658
-1340318000.0,4811413398.0,7.710000038,2106451.0,10.7,4210.0,1831995483.0,46.95992292,109.3,0.5933026911601942,10800050161.0,10647948764.0,78.626,4351437293.0,25.092806868705416,19.2,4520740.0,78.92272071229543,15.877,4.456,-440402.0183585313,2167458845.0,7226477870.0,6760.477515406769
-1589209908.0,5828982145.0,7.170000076,2107940.0,10.5,5104.0,2314285996.0,46.21837734,114.27,0.5977588892,13061016239.0,12363101561.0,78.769,5389885670.0,12.8,19.2,4577378.0,78.92272071229543,15.719,4.521,-440402.0183585313,2454949981.0,8661105488.0,8141.91312668519
-2328216841.0,5733488117.0,10.14000034,2123460.0,10.2,4414.0,2708882779.0,45.7331155,117.36,0.5933026911601942,15465817011.0,13886078378.0,78.919,5909365530.0,25.092806868705416,19.2,4633086.0,97.40657806,15.554,4.587,-440402.0183585313,2467497484.0,9433081477.0,9121.93251754878
-1802734886.0,6676719729.0,9.779999733,2294366.0,9.9,2925.0,3083623583.0,45.3065789,122.03,0.5933026911601942,16718693002.0,14950204991.0,79.074,6274183864.0,11.9,19.5,4688000.0,78.92272071229543,15.381,4.654,19658.0,2513884796.0,10193758009.0,9913.209958617748
-2401451080.0,6507901464.0,8.770000458,2316936.0,9.6,2980.0,3386494306.0,44.96009102,126.3,0.5933026911601942,17055281117.0,15586637117.0,79.234,6258544045.0,25.092806868705416,19.2,4742107.0,78.92272071229543,15.194,4.722,-440402.0183585313,2508914512.0,10327536115.0,10490.081331357558
-2817739362.0,6532796475.0,9.06000042,2343181.0,9.3,3742.0,3433222775.0,44.71608114,129.25,0.5933026911601942,17596280794.0,16313862273.0,79.398,6147654615.0,11.2,19.2,4795396.0,78.92272071229543,14.989,4.791,-440402.0183585313,2592010410.0,10202771300.0,10547.151859408483
-2541308964.0,7663144024.0,9.0,2338013.0,9.0,4786.0,3720953154.0,44.57716775,126.09,0.5933026911601942,17360350890.0,16884667694.0,79.565,6232925268.0,25.092806868705416,19.2,4847804.0,78.92272071229543,14.762,4.862,-440402.0183585313,2715067996.0,10638487823.0,11299.135542402291
173957253.84148705,84624380688.20026,8.438023217966517,5465061.0,150.9,28735.5,448931333.9,87.93667185,81.45,0.5933026911601942,3935331284.0,4989346356.0,51.109,1771488121.0,25.092806868705416,16.66987033657947,14665127.0,78.92272071229543,41.864,14.196,-440402.0183585313,2986569955.0,2478631710.0,827.7620056750958
173957253.84148705,84624380688.20026,8.438023217966517,5632236.0,149.3,28735.5,429109154.9,87.83553181,82.47,0.5933026911601942,4136989193.0,5030669759.0,50.657,2026146993.0,25.092806868705416,16.66987033657947,15130663.0,78.92272071229543,41.699,14.442,180000.0,2733537170.0,2772290273.0,774.7276313007566
173957253.84148705,84624380688.20026,4.099999905,5797959.0,147.3,28735.5,404441924.0,87.61208258,85.67,0.5933026911601942,4410458617.0,5220928218.0,50.242,2042539746.0,25.092806868705416,16.66987033657947,15589414.0,36.3502388,41.519,14.669,-440402.0183585313,3049211817.0,2872739773.0,809.0126882896304
173957253.84148705,84624380688.20026,8.438023217966517,5924346.0,145.0,28735.5,451554159.0,87.25756198,86.92,0.5933026911601942,4225089821.0,5247990455.0,49.891,2051326695.0,25.092806868705416,16.66987033657947,16032573.0,78.92272071229543,41.315,14.858,-440402.0183585313,2871743681.0,2711283807.0,771.968406006946
173957253.84148705,84624380688.20026,8.438023217966517,6044605.0,142.3,28735.5,382773780.5,86.77215562,92.69,0.5933026911601942,3628438194.0,4370512052.0,49.635,1844543565.0,25.092806868705416,16.66987033657947,16454668.0,48.7407608,41.069,14.989,-440402.0183585313,2678089144.0,2304639916.0,651.3059068101526
173957253.84148705,84624380688.20026,8.438023217966517,6115838.0,139.1,28735.5,392505605.1,87.50457969,90.47,0.5933026911601942,3680006095.0,4559364400.0,49.495,1810033962.0,25.092806868705416,16.66987033657947,16853026.0,78.92272071229543,40.77,15.044,-440402.0183585313,2904372856.0,2383501477.0,664.7087345026347
173957253.84148705,84624380688.20026,8.438023217966517,6181555.0,135.9,28735.5,476574274.8,88.06190755,93.29,0.5933026911601942,4019450689.0,5887803490.0,49.475,1768791937.0,25.092806868705416,16.66987033657947,17231539.0,78.92272071229543,40.419,15.021,-300000.0,3382906654.0,2617981033.0,719.9129842668144
173957253.84148705,84624380688.20026,8.438023217966517,6243370.0,132.5,28735.5,576686999.1,88.44823148,93.96,0.5933026911601942,5120221267.0,6426559250.0,49.572,1889270679.0,25.092806868705416,16.66987033657947,17599610.0,78.92272071229543,40.026,14.92,-440402.0183585313,4415268977.0,3232887404.0,871.6666493746168
173957253.84148705,84624380688.20026,8.438023217966517,6307018.0,129.0,28735.5,637766305.9,88.6655935,98.02,0.5933026911601942,6335428131.0,7695883854.0,49.788,2067262669.0,25.092806868705416,16.66987033657947,17970494.0,78.92272071229543,39.599,14.743,-440402.0183585313,3912164494.0,3650269846.0,922.8552223439156
-312045282.0,1882667499.0,8.438023217966517,6375398.0,125.3,28735.5,667173871.9,88.70542185,97.89,0.5933026911601942,7524507907.0,8528490016.0,50.12,2471539571.0,25.092806868705416,11.7,18354514.0,78.92272071229543,39.159,14.492,-440402.0183585313,3861575273.0,3899791829.0,931.2000255631939
-319148259.5,1891399617.0,8.438023217966517,6453206.0,121.7,28735.5,690425079.1,88.70681973,104.09,0.5933026911601942,7608118745.0,9330184049.0,50.561,2535442367.0,25.092806868705416,11.7,18754916.0,78.92272071229543,38.728,14.174,-440402.0183585313,4031069687.0,4192658246.0,949.9757265775011
-427341486.3,1952231877.0,8.438023217966517,6539481.0,118.1,28735.5,830290709.7,88.47790075,100.86,0.5933026911601942,8598742629.0,9620189719.0,51.091,2965340719.0,16.9,9.1,19171237.0,78.92272071229543,38.325,13.806,-200000.0,4480461781.0,4740575099.0,1062.5576389254381
-447953592.8,3392532132.0,8.438023217966517,6634611.0,114.2,28735.5,990063323.5,88.05648188,107.81,0.5933026911601942,9767800448.0,11460026906.0,51.682,3477352018.0,25.092806868705416,9.1,19605569.0,78.92272071229543,37.965,13.407,-440402.0183585313,5515728700.0,5932625561.0,1240.6148294395332
-388146263.7,3746410319.0,8.438023217966517,6735766.0,110.0,28735.5,979186078.4,87.49678807,101.84,0.5933026911601942,9731750435.0,12395876702.0,52.313,3262518675.0,25.092806868705416,8.8,20059147.0,78.92272071229543,37.655,12.994,-440402.0183585313,5167597504.0,6105152656.0,1215.1667854071761
-314374838.5,3813858207.0,8.438023217966517,6842722.0,106.4,28735.5,1055034137.0,86.84430189,109.23,0.303838104,10792175658.0,12611974309.0,52.964,3144935178.0,15.6,8.8,20532950.0,78.92272071229543,37.395,12.58,-440402.0183585313,6109981461.0,5581626547.0,1213.112645041263
-286680746.8,3423792077.0,8.438023217966517,6958692.0,103.2,28735.5,981198490.0,86.1635185,114.42,0.5933026911601942,9488611743.0,13678275118.0,53.62,3383657798.0,25.092806868705416,8.8,21028655.0,78.92272071229543,37.18,12.176,-440402.0183585313,6783446147.0,6150747185.0,1208.5830264940862
-315954669.9,4047897716.0,7.21999979,7080483.0,100.2,28735.5,1085248551.0,85.44429473,122.07,0.5933026911601942,11986924850.0,13107575012.0,54.271,3745763200.0,14.9,8.8,21547188.0,40.98162842,36.991,11.787,-80000.0,5944556947.0,6437290070.0,1243.2734867770216
-413993564.5,5544006243.0,4.25,7207321.0,96.9,1342.0,1322134431.0,84.68403422,125.16,0.5933026911601942,12070086714.0,12988036435.0,54.906,5067167497.0,25.092806868705416,8.8,22087505.0,78.92272071229543,36.812,11.417,-440402.0183585313,6560661317.0,8115691934.0,1415.8717577200323
-423138062.7,7510952747.0,8.438023217966517,7341139.0,93.6,3664.0,1503600770.0,83.87211616,130.79,0.5933026911601942,12154657764.0,13888904529.0,55.508,5959188857.0,14.2,8.8,22647683.0,43.90842056,36.63,11.076,-440402.0183585313,7444531959.0,9693163018.0,1561.4636546263916
-480000380.5,10321816127.0,8.438023217966517,7480187.0,90.6,5758.0,2082440441.0,83.02068477,131.65,0.5933026911601942,11618672296.0,12532872743.0,56.065,4967237624.0,25.092806868705416,8.8,23226143.0,78.92272071229543,36.438,10.769,-440402.0183585313,8412578777.0,8949000840.0,1972.546107677026
-465985640.6,4167708514.0,9.680000305,2054997.0,9.6,28735.5,823880959.1,47.56173695,86.96,0.5933026911601942,8822247940.0,7276195023.0,72.36536585,3951467900.0,25.092806868705416,16.66987033657947,4557097.0,78.92272071229543,11.8,11.1,-440402.0183585313,1342577486.0,6112467293.0,5232.814366031708
-347839775.5,3901937533.0,9.710000038,2035763.0,9.3,28735.5,830990281.8,47.93003619,87.96,0.5933026911601942,10535889761.0,7460809991.0,72.49512195,4040143861.0,25.092806868705416,16.66987033657947,4534920.0,78.92272071229543,12.2,11.5,-188129.0,1259702242.0,6383931685.0,5263.43212184559
-842125015.2,4490243151.0,11.39000034,2024438.0,8.9,28735.5,882225202.9,48.36995931,97.09,0.5933026911601942,9226183123.0,7498860850.0,72.31707317,4113020809.0,25.092806868705416,16.66987033657947,4532135.0,78.92272071229543,10.4,11.5,-440402.0183585313,1368594465.0,6412465789.0,5640.3162478611075
-1392389911.0,3728705434.0,13.56000042,2007344.0,8.6,28735.5,799211529.6,48.75335038,97.2,0.5933026911601942,8538670410.0,7123027814.0,72.64195122,3772255640.0,25.092806868705416,16.66987033657947,4512597.0,78.92272071229543,10.0,11.5,-440402.0183585313,1276931517.0,5677280330.0,5198.124046973395
-966944559.0,4033733923.0,16.05999947,1981995.0,8.3,28735.5,742161622.8,49.00384589,78.39,0.5933026911601942,8619857243.0,7638063885.0,72.80780488,3637180261.0,25.092806868705416,16.66987033657947,4468302.0,78.92272071229543,9.8,11.2,-440402.0183585313,1083588518.0,5278352886.0,4841.586732723079
-909116260.1,4412438643.0,15.81999969,1898934.0,8.0,28735.5,792162033.8,49.47107182,86.39,0.5933026911601942,9838370268.0,8631397032.0,74.51292683,3804535391.0,25.092806868705416,16.66987033657947,4299642.0,98.14668274,9.2,11.2,-440402.0183585313,1154529864.0,5535247032.0,5362.022896557434
-411785207.8,4904948578.0,15.05000019,1872650.0,7.7,28735.5,919872614.6,49.59840963,90.01,0.5933026911601942,12261062133.0,9710014690.0,74.71731707,4121998464.0,25.092806868705416,16.66987033657947,4302174.0,78.92272071229543,9.0,11.4,-2580.0,1311506083.0,6278823588.0,6232.655594822525
-1704994152.0,6560706533.0,13.92000008,1884546.0,7.4,28735.5,1243644328.0,49.49723492,75.71,0.5933026911601942,16079129957.0,12448198976.0,74.61390244,5195851092.0,25.092806868705416,16.66987033657947,4303399.0,78.92272071229543,8.9,11.8,-440402.0183585313,1378114559.0,8312242470.0,8059.4201729841925
-931121030.3,8633117526.0,13.65999985,1935313.0,7.0,28735.5,1508105165.0,49.33702784,90.42,0.5933026911601942,18927337475.0,15347685911.0,75.5202439,6303943457.0,25.092806868705416,16.66987033657947,4304600.0,78.92272071229543,9.1,11.2,-440402.0183585313,1855173204.0,10397790763.0,9661.169573711843
-1573751067.0,8897416462.0,12.60000038,1935922.0,6.7,28735.5,1653596678.0,49.2056195,99.65,0.5933026911601942,20657189362.0,16669918689.0,75.24463415,6545399211.0,25.092806868705416,0.0,4310145.0,78.92272071229543,9.563,11.656,-440402.0183585313,1771720958.0,11085772991.0,10527.892681568717
-3077969935.0,10730272202.0,11.13000011,1921755.0,6.4,9913.0,1856177856.0,48.9417442,109.93,0.5933026911601942,23430854499.0,19123850275.0,75.83682927,7017328574.0,25.092806868705416,0.0,4311159.0,78.92272071229543,9.33,11.341,-440402.0183585313,2027573674.0,12147749778.0,11695.944664068293
-4266112258.0,12699300970.0,9.909999847,1936709.0,6.1,10603.0,2245764605.0,48.89097379,110.34,0.5933026911601942,27823407124.0,22761205421.0,75.70560976,8409741045.0,35.3,0.0,4310217.0,78.92272071229543,9.4,11.798,-10499.0,2242376588.0,14225120387.0,13937.448387633383
-3855003768.0,13980098238.0,8.529999733,1941209.0,5.9,10156.0,2869292857.0,48.99513019,124.97,0.5933026911601942,32766664349.0,25575432906.0,75.91219512,9562187123.0,25.092806868705416,0.0,4309705.0,78.92272071229543,9.9,11.8,-440402.0183585313,2758241725.0,16576280263.0,16296.805923839334
-1694947242.0,11556871902.0,9.199999809,1937468.0,5.7,7806.0,2503449051.0,49.13214284,127.5,0.5933026911601942,23961865881.0,20447389403.0,76.16829268,8375779143.0,25.092806868705416,0.0,4305181.0,78.92272071229543,10.1,11.8,-440402.0183585313,2530761909.0,14753213980.0,14540.64160345407
-1098855797.0,11295419486.0,11.61999989,1913390.0,5.5,7139.0,2356987439.0,49.26008048,117.49,0.6932993531,22644809722.0,21635541493.0,76.47560976,7844367022.0,35.6,0.0,4295427.0,78.92272071229543,9.8,11.8,-440402.0183585313,2216231265.0,13322231673.0,13949.32649745881
-1309375115.0,11325058305.0,13.68000031,1875738.0,5.3,7116.0,2527149537.0,49.87511055,119.39,0.5933026911601942,25310859343.0,24236617604.0,76.77560976,8596235144.0,25.092806868705416,0.0,4280622.0,99.12535858,9.6,11.9,-440402.0183585313,2303247988.0,14020972515.0,14609.524352302073
-1552272122.0,9373535796.0,15.93000031,1855060.0,5.2,7949.0,2371254215.0,50.22562584,106.53,0.5933026911601942,23252266534.0,22335640413.0,76.92439024,7748067443.0,35.8,0.0,4267558.0,78.92272071229543,9.8,12.1,-38493.0,1888873397.0,12457573514.0,13258.359845138602
-1096770178.0,10444122298.0,17.25,1834112.0,5.1,14186.0,2559658214.0,50.38822504,120.6,0.5933026911601942,24649159218.0,23470755730.0,77.12682927,7440562911.0,25.092806868705416,0.0,4255689.0,78.92272071229543,9.4,11.8,-440402.0183585313,2038626409.0,12473212809.0,13674.41780496648
-941182517.4,10994651102.0,17.29000092,1885233.0,5.0,12964.0,2539484490.0,50.59739538,108.97,0.5933026911601942,25175352226.0,24953875401.0,77.47804878,7436954020.0,36.1,0.0,4238389.0,78.92272071229543,9.3,12.0,-440402.0183585313,1721785633.0,12459102299.0,13599.409777158255
-249252811.1,11771522842.0,16.18000031,1887425.0,4.9,12558.0,2214803748.0,51.0274354,114.88,0.5933026911601942,22863448935.0,22969269548.0,77.27560976,6408632607.0,25.092806868705416,0.0,4203604.0,78.92272071229543,8.9,12.9,-440402.0183585313,1490891846.0,10586647438.0,11781.734793286903
173957253.84148705,84624380688.20026,7.610000134,4400032.0,10.3,28735.5,1201700500.0,46.11957334,105.16,0.5933026911601942,4331000000.0,3831000000.0,75.686,4416100000.0,25.092806868705416,16.66987033657947,10939293.0,78.92272071229543,14.074,7.195,-440402.0183585313,1784600000.0,6676000000.0,2286.927381870108
173957253.84148705,84624380688.20026,7.099999905,4430316.0,9.9,28735.5,1516828515.0,46.11318158,98.82,0.5933026911601942,4522800000.0,3785600000.0,75.964,4644700000.0,25.092806868705416,16.66987033657947,10989732.0,78.92272071229543,13.861,7.174,-132839.0,1823000000.0,6995700000.0,2308.146195011853
173957253.84148705,84624380688.20026,6.230000019,4446519.0,9.5,28735.5,1793724699.0,46.23675914,94.4,0.5933026911601942,4697400000.0,3668100000.0,76.23,4349300000.0,25.092806868705416,16.66987033657947,11038692.0,78.92272071229543,13.628,7.16,-440402.0183585313,1574400000.0,6670600000.0,2331.465648285141
173957253.84148705,84624380688.20026,6.260000229,4470634.0,9.1,28735.5,2001494799.0,46.18740213,110.71,0.5933026911601942,4916000000.0,4123500000.0,76.475,4712700000.0,25.092806868705416,16.66987033657947,11084670.0,78.92272071229543,13.365,7.156,-440402.0183585313,1737100000.0,7202700000.0,2558.9047937376577
173957253.84148705,84624380688.20026,5.449999809,4507288.0,8.8,28735.5,2179872240.0,45.84616014,123.55,0.5933026911601942,5179600000.0,4318900000.0,76.699,5019700000.0,25.092806868705416,16.66987033657947,11126430.0,78.92272071229543,13.069,7.165,-440402.0183585313,2017700000.0,7804900000.0,2747.0985751943795
173957253.84148705,84624380688.20026,4.079999924,4537660.0,8.4,28735.5,2341595470.0,45.58197364,119.57,0.5933026911601942,5109300000.0,4193000000.0,76.905,5091200000.0,25.092806868705416,16.66987033657947,11164667.0,78.92272071229543,12.743,7.182,-440402.0183585313,2021200000.0,7877000000.0,2837.738017622917
173957253.84148705,84624380688.20026,3.309999943,4581101.0,8.1,28735.5,2684557853.0,44.93093438,116.85,0.5933026911601942,4434700000.0,3872000000.0,77.105,5158000000.0,25.092806868705416,16.66987033657947,11199651.0,99.79907227,12.409,7.204,-145629.0,1997200000.0,7961400000.0,2999.2452443384173
173957253.84148705,84624380688.20026,2.329999924,4633927.0,7.8,28735.5,3026932968.0,44.09722998,116.06,0.5933026911601942,4895200000.0,4649900000.0,77.303,5110200000.0,25.092806868705416,16.66987033657947,11229183.0,78.92272071229543,12.085,7.228,-440402.0183585313,2062600000.0,8079900000.0,3197.1337540763207
173957253.84148705,84624380688.20026,1.850000024,4682833.0,7.6,28735.5,3375994068.0,43.40350615,116.77,0.5933026911601942,5841100000.0,6120800000.0,77.499,5262900000.0,25.092806868705416,16.66987033657947,11250365.0,78.92272071229543,11.784,7.256,-440402.0183585313,2091400000.0,8419800000.0,3395.712050231259
173957253.84148705,84624380688.20026,1.950000048,4776191.0,7.3,28735.5,3860777458.0,42.99896804,93.7,0.5933026911601942,7822300000.0,8962900000.0,77.688,5923026700.0,25.092806868705416,16.66987033657947,11261582.0,78.92272071229543,11.527,7.291,-440402.0183585313,1860828700.0,9179866100.0,3786.664795407963
173957253.84148705,84624380688.20026,1.909999967,4850507.0,7.1,28735.5,4227321280.0,42.78652914,89.53,0.5933026911601942,9744000000.0,9870000000.0,77.864,7079100000.0,25.092806868705416,16.66987033657947,11261248.0,78.92272071229543,11.335,7.34,-440402.0183585313,1795900000.0,11711400000.0,4683.5661553675045
173957253.84148705,84624380688.20026,1.789999962,4950118.0,6.9,28735.5,6744371400.0,42.82332929,96.23,0.5933026911601942,10332600000.0,11917900000.0,78.019,8503600000.0,37.8,16.66987033657947,11251122.0,78.92272071229543,11.21,7.406,-240000.0,2290300000.0,13201700000.0,5208.716072939214
173957253.84148705,84624380688.20026,1.580000043,4997790.0,6.7,28735.5,8371129110.0,43.02860707,99.61,0.5933026911601942,14806100000.0,12506400000.0,78.15,8915600000.0,25.092806868705416,16.66987033657947,11236971.0,78.92272071229543,11.149,7.491,-440402.0183585313,2321000000.0,13612400000.0,5411.271418249633
173957253.84148705,84624380688.20026,1.669999957,5104995.0,6.5,28735.5,8019989900.0,43.25168443,102.42,0.5933026911601942,9594000000.0,10839000000.0,78.256,9300000000.0,25.092806868705416,16.66987033657947,11226709.0,78.92272071229543,11.14,7.597,-440402.0183585313,2440000000.0,14033000000.0,5529.670360209746
173957253.84148705,84624380688.20026,2.5,5077913.0,6.3,28735.5,8182769600.0,43.43422134,94.54,0.5933026911601942,11400000000.0,14519000000.0,78.338,10055000000.0,34.4,16.66987033657947,11225832.0,78.92272071229543,11.16,7.721,-440402.0183585313,2325000000.0,14727000000.0,5730.354774594881
173957253.84148705,84624380688.20026,3.180000067,5087844.0,6.1,28735.5,8837172600.0,43.5425298,94.57,0.5933026911601942,15079000000.0,17319000000.0,78.4,10583000000.0,25.092806868705416,16.66987033657947,11236670.0,78.92272071229543,11.179,7.862,-440402.0183585313,2487000000.0,15356000000.0,6139.719329659054
173957253.84148705,84624380688.20026,3.460000038,5095721.0,6.0,28735.5,9386194600.0,43.67286682,102.08,0.5933026911601942,14888000000.0,18659000000.0,78.446,11778000000.0,32.3,16.66987033657947,11257101.0,99.75253296,11.168,8.015,-80000.0,2816000000.0,17091000000.0,6497.321113135611
173957253.84148705,84624380688.20026,3.289999962,5102955.0,5.8,28735.5,9917002600.0,43.83649224,106.34,0.5933026911601942,15602000000.0,18593000000.0,78.485,12138000000.0,25.092806868705416,16.66987033657947,11282720.0,78.92272071229543,11.108,8.175,-440402.0183585313,3028000000.0,17860000000.0,6837.71289192677
173957253.84148705,84624380688.20026,2.700000048,5108174.0,5.7,28735.5,10356233210.0,44.05731408,104.32,0.5933026911601942,13865000000.0,17812000000.0,78.521,12169000000.0,30.4,16.66987033657947,11306902.0,78.92272071229543,10.992,8.338,-440402.0183585313,3176000000.0,17867000000.0,7133.342094943425
173957253.84148705,84624380688.20026,2.400000095,5113579.0,5.6,28735.5,11190421400.0,44.34471331,107.18,0.5933026911601942,12605000000.0,14941000000.0,78.561,12990000000.0,25.092806868705416,16.66987033657947,11324781.0,78.92272071229543,10.822,8.502,-440402.0183585313,3342000000.0,19477000000.0,7694.011919524095
-99161452.51,493515810.1,9.779999733,137220040.57786158,46.91102953521313,28735.5,151577243.9,51.01826265,102.31954991341837,0.5933026911601942,2926592179.0,2158100559.0,77.47317073,254703407.8,25.092806868705416,16.66987033657947,150831.0,78.92272071229543,13.1,8.5,-440402.0183585313,12245474.86,475516312.8,20146.386412607488
-58157541.9,451515083.8,8.438023217966517,137220040.57786158,46.91102953521313,28735.5,154861691.6,51.58624951,102.31954991341837,0.5933026911601942,3129553073.0,2369776536.0,77.52439024,260228882.7,25.092806868705416,16.66987033657947,152088.0,78.92272071229543,13.4,8.2,6817.0,7825642.458,483726089.4,20587.397355478406
-14446927.37,505822905.0,13.02999973,137220040.57786158,46.91102953521313,28735.5,155207381.1,52.44291604,102.31954991341837,0.5933026911601942,2794972067.0,2170670391.0,77.82682927,270153128.5,25.092806868705416,16.66987033657947,153822.0,78.92272071229543,12.7,8.1,-440402.0183585313,11537709.5,516752681.6,20462.717953218656
-25452513.97,699892067.0,12.60999966,137220040.57786158,46.91102953521313,28735.5,156855616.9,53.30586639,102.31954991341837,0.5933026911601942,2695027933.0,2281675978.0,77.97560976,267561955.3,25.092806868705416,16.66987033657947,155909.0,78.92272071229543,12.6,8.8,-440402.0183585313,7493351.955,531882849.2,20258.009697964837
-127804469.3,84624380688.20026,11.71000004,137220040.57786158,46.91102953521313,28735.5,158069594.9,54.06370073,102.31954991341837,0.5933026911601942,492172294724.7273,505633735824.7585,78.07560976,340120502.8,25.092806868705416,16.66987033657947,157980.0,78.92272071229543,11.9,8.8,-440402.0183585313,12947150.84,582104748.6,19951.327902266108
