gdp_deflator,foreign_direct_investment,gross_savings,unemployment,labor_force,mortality_rate,new_businesses_registered,education_expenditure,age_dependency_ratio,food_production_index,human_capital_index,imports,exports,life_expectancy_birth,manufacturing,tobacco_use,profit_tax,population,literacy_rate,birth_rate,death_rate,migration,agriculture_forestry_fishing,industry,gdp_per_capita_change
86.3179507375,-10643810886.8,2215151762835.7,10.44231534,196617339.0,7.881855277,39806.0,273613106300.4,48.53614113,97.24635224,0.7038952082500001,2373223614552.0,2513605933831.0,76.51451716,1416632065329.0,25.056961904999998,18.375642597,428109863.0,84.11753311149998,10.35395331,10.13887364,-3982958.9,191637148172.0,2058115227534.0,526.6754266999487
87.27098923549998,-10643810886.8,2174710837181.15,10.17950149,198150612.0,7.474958279,39806.0,252726231127.4,48.45606045,99.801345,0.7038952082500001,2426796791955.0,2529587740211.0,76.74858198,1379133349835.0,25.056961904999998,18.4445592635,428815493.0,84.11753311150001,10.32156396,10.11711497,-3982958.9,178670370829.0,2009455083981.0,-138.2805692565671
90.02049878599999,-1651841427.5,1931523382127.85,9.824929484,199221774.0,7.129409369,39806.0,216073784260.2,48.39570222,99.165985,0.704391846075,2534730430385.0,2591603372587.0,77.0784478,1272073330845.0,25.0711420675,18.871819844,429328624.0,84.32193222,10.4616212,9.945075716,-5573410.85,160013323563.0,1841457945207.0,-1567.3534909153495
88.60837564350001,-1651841427.5,2141239979284.45,9.195806943,199489849.0,6.820368471,39806.0,233689777240.9,48.38475772,98.7354088,0.70389520825,2530407559669.0,2637715353894.0,77.42548337,1270945851100.0,25.0711420675,18.871819843999997,429895628.0,84.19866790750001,10.21975336,9.843701256,-4545711.0,164739449409.0,1853076778863.0,275.0666865886378
86.2755635375,-10858087614.4,2401564905345.35,9.540629362,200152835.0,6.579599603,39806.0,274947841155.75,48.39478176,98.11561077,0.7038952082500001,2639485460691.0,2827306761674.0,77.53272154,1347918103574.0,25.4835013485,18.104362564,430881944.0,84.715196228,10.14237921,9.937815822,6853594.0,166849159706.0,1987909334799.0,1497.1866526200865
84.849809195,11990763451.75,2719148919938.45,9.646951574,201934527.0,6.355204615,39806.0,399920922853.95,48.41807348,96.88611494,0.7038952082500001,3217826176143.0,3406487883647.0,77.59066198,1618342343282.0,28.247414568,18.0914163295,432415939.0,87.612615967,10.15761824,10.11736568,1346075.55,198608539379.0,2412956398277.0,4240.624969544318
85.92405688699999,75677900209.05,2768989681108.85,9.882398557,203399181.0,6.122916915,39806.0,476249278435.9,48.43990534,102.6811234,0.7038952082500001,3866234606176.0,4105709558823.0,78.11740337,1839570078023.0,28.975182675999996,16.7960681865,434040236.0,90.53925704950002,10.26174897,9.657307741,-1913775.65,229563174398.0,2771538073980.0,3341.000782405168
87.268864842,71896850209.05,2808695496514.6,9.570356936,205366122.0,5.882458494,39806.0,524335155888.15,48.45206098,98.42211196,0.7141491830450001,4272548355385.0,4461008047311.0,78.27101125,1888522926371.0,29.055438652,14.7125,435581949.0,90.70492401099999,10.22986065,9.849321427,-2903816.4,210657048374.0,2879519484363.0,1069.3255326665749
89.976182387,96014950882.5,2975097501514.6,8.625720068,206994781.0,5.628990494,39806.0,564876745590.35,48.63650613,97.57749185,0.7066031515700001,4882735633866.0,5037744836728.0,78.66892327,2010570516476.0,29.413571026000007,13.264,436998049.0,91.019353867,10.34279639,9.675890554,-2927395.6,212573965723.0,3102405268480.0,1737.160391517551
89.97618238700001,114023598020.8,2975097501514.6,7.448928485,208541073.0,5.400065301,59140.4,564876745590.35,48.79171513,96.72542452,0.7141491830450001,5811055980520.0,5996671831445.0,78.90203603,2334005998039.0,32.26587133,13.372,438468400.0,90.165693284,10.39211452,9.759568165,3767581.0,251227493739.0,3596260941602.0,4481.396778140257
89.976182387,122332398020.8,2975097501514.6,7.202278052,210177719.0,5.177369813,39806.0,564876745590.35,48.95855325,100.5046256,0.7066031515700001,6547870271544.0,6685713147109.0,79.12549887,2480961675040.0,29.470734097,12.51923077,439876674.0,89.82491417050001,10.63776153,9.818898049,-995448.45,269923005248.0,3920403563426.0,3362.6980722628577
89.976182387,132067448020.8,2975097501514.6,9.124058246,210704336.0,5.009895093,39806.0,564876745590.35,49.18914011,102.0055207,0.7141491830450001,5098002533170.0,5341923283799.0,79.35722834,2042626007858.0,29.371915933999997,11.96153846,440917800.0,90.03358612100001,10.47770495,9.847344306,-2980569.85,223622406666.0,3340961119051.0,-3551.5092736844526
89.97618238700001,129517564708.7,2975097501514.6,9.800563379,211315736.0,4.856056792,65817.25,564876745590.35,49.52182966,100.763808,0.7141491830450001,5638460725152.0,5868268587074.0,79.62942606,2105258975412.0,31.05857597,12.46538462,441532412.0,91.16021690400001,10.44658406,9.840067896,-2980569.85,238637355929.0,3333931920267.0,-422.82844470180135
89.97618238700001,122332398020.8,2975097501514.6,9.838452852,210705042.0,4.698424638,39806.0,564876745590.35,50.07710185,102.6824192,0.70660315157,6543519608571.0,6807024921377.0,80.13777288,2325386894094.0,29.276078475500004,11.90740741,440746976.0,89.74756012099999,10.14624842,9.813141596,-1601937.15,269974504260.0,3621151201732.0,2781.5368071073535
89.97618238700001,119782514708.7,2975097501514.6,10.80712265,211995121.0,4.568614161,59140.4,564876745590.35,50.67050902,98.83589987,0.7066031515700001,6141954090264.0,6562131245241.0,80.15688815,2133397833944.0,30.30175379,11.7037037,441395932.0,90.894144059,10.03157655,10.0685601,3377263.0,248075642099.0,3330553460396.0,-2562.421205245031
89.97618238700001,119782514708.7,2975097501514.6,11.32848548,212558048.0,4.437652854,39806.0,564876745590.35,51.31211856,102.7490465,0.70660315157,6344925133235.0,6881165513283.0,80.46374093,2216745488495.0,29.161027378,12.45185185,442469471.0,89.66941871750001,9.748571812,10.01046246,-1871425.9,265877935298.0,3429670156727.0,1404.6316200755537
89.97618238700001,122332398020.8,2975097501514.6,10.84777806,213228661.0,4.319821512,65817.25,564876745590.35,51.99540025,104.036336,0.7066031515700001,6570120172873.0,7158894482182.0,80.87044758,2299016027437.0,29.58851989,12.67407407,443576663.0,89.74756012099999,9.858277993,9.851926275,-1601937.15,265887959680.0,3498841661285.0,678.4481187332567
89.976182387,129517564708.7,2975097501514.6,10.02450606,213612401.0,4.216267862,39806.0,564876745590.35,52.70471342,100.34680315050001,0.7066031515700001,5797990727723.0,6393857344194.0,80.56680714,2071065768107.0,29.355363748500004,12.01851852,444543759.0,89.5640106205,9.741875132,10.39815998,-3179156.9,221245091905.0,3082227340005.0,-4772.566354725419
70.25789556505,-76855029.3085,428340354.6,12.517499959550001,310655.2,36.235,253.25,60842584.55935,62.941968726999995,100.37,0.430545783045,559631317.9,525171296.7,78.2804878,81032653.88,26.309999999999995,21.445,46436.0,78.752600097,13.9,8.9,-26790.45,182563573.3,202359450.7,91.00906805622799
67.99392076254999,-70688396.0995,418523435.7,4.170000076,278024.1,41.489999999999995,237.0,53330756.02035,64.34661727,100.46,0.430545783045,611176405.1,527606982.5,78.43414634,69404065.27,26.309999999999995,21.805,46735.0,81.070878219,15.1,7.7,-25724.6,192228229.3,185968254.8,-1471.9398418281526
73.53327615155,-76484407.543,446946630.9,4.0,314004.6,37.655,328.85,62058659.388849996,65.13232235449998,100.37,0.430545783045,584514826.7,569880328.7,78.63658537,87782957.66,24.990000000000002,21.214999999999996,46997.0,83.6618907925,13.6,7.7,-34104.9,208163118.2,212007978.1,1766.4263931366986
71.09986473605,-82385513.771,420062817.2,10.377500042129999,275701.5,30.060000000000002,446.7,67894188.53599998,61.1240943575,100.25,0.430545783045,610599516.1,597768122.9,78.78780488,91719761.36,24.169999999999998,21.484999999999996,47233.0,81.10874366700001,15.0,8.3,-34568.5,196739584.8,240693123.2,2313.048033926134
73.630938067,-116578672.877,417063033.1,3.849999905,271166.75,26.825,623.5,66943846.02199999,56.982992928,100.16,0.430545783045,869681375.9,667653354.0,78.9902439,101583253.6,23.835,19.805,47432.0,83.72472057299998,14.7,8.5,-21419.6,180047664.6,279095890.8,4765.176456771918
84.35965150050001,-109549858.31399998,453483111.8,3.700000048,200470.25,18.81,696.05,66937954.19974999,54.3107575345,100.08,0.430545783045,769608252.2,704995743.7,79.1902439,110530620.4,22.015000000000004,18.439999999999998,47600.0,76.44243736249999,14.8,7.9,-27971.5,203501861.1,308941596.7,3969.2085411189255
93.3960555025,-104071218.84150001,365802480.4,8.9799999241,264106.05,21.175,731.6,71616011.30525,53.63474761399999,100.01,0.430545783045,908686154.5,735796828.4,79.44146341,102436258.7,21.535000000000004,18.339999999999996,47722.0,82.624498558,14.7,8.6,-38923.35,201270656.5,302006036.5,738.1950797035606
92.09291692549999,-93130038.42050001,533335549.8,7.8299998882,333509.2,25.695,733.6,81130119.61025,57.75831563150001,99.91,0.430545783045,1025526333.0,825082397.3,79.6902439,113640949.8,19.985,18.449999999999996,47792.0,80.71501922600001,13.7,8.7,-41135.1,278872671.0,341948611.0,5317.173314823987
89.78801439099999,-102103447.66445,635153675.0,9.358499989345,543731.1,23.29,532.95,82492048.2499,56.93370677749999,99.83,0.430545783045,1336921579.0,959770009.4,79.8902439,122747396.1,22.309999999999995,15.745,47825.0,82.279113961,14.0,7.9,-30224.0,291364329.4,393298675.5,6363.15502462579
89.86693965949999,-94953768.27645001,478196438.0,10.027499995094999,563138.25,26.225,798.1,85134291.9564,55.121143666500004,100.05,0.430545783045,1327573017.0,1115768620.0,80.13902439,128910770.7,21.585,15.059999999999999,47820.0,82.206939984,13.8,7.9,-25413.3,236911790.7,427453365.0,2980.382214437617
87.22777501350001,-97120647.06345001,327393478.9,9.701999924045001,508298.0,31.475000000000005,658.25,87146675.3579,57.8654557485,100.08,0.430545783045,1085675913.0,941819470.6,80.38780488,128523195.7,22.07,15.940000000000001,47808.0,79.61658668549998,12.6,7.9,-28251.3,229103322.2,366710813.5,-3418.211053105144
85.298561089,-92373149.07195,534529402.6,9.252499947445,559537.2,31.57,619.35,81505018.37490001,57.23112546550001,99.96,0.430545783045,1098380185.0,1028893512.0,80.58780488,127238135.9,22.119999999999997,14.175000000000002,47814.0,73.7196735865,13.2,7.2,-23350.2,341139026.7,329172667.6,1082.363800973435
88.69847242649999,-93570575.24145,650773012.0,9.183000025445,487965.75,24.565,802.65,83624542.66739999,54.3506519455,100.34,0.430545783045,1342317507.0,1260249222.0,80.83902439,137109542.3,23.32,13.385000000000002,47823.0,83.6637653355,12.0,8.0,-41106.4,359658762.8,361093002.0,3553.655310110349
84.11257600399998,-104946829.15045,438555636.63499993,9.069500002695001,567303.35,26.895000000000003,768.7,79997906.9454,54.00364277599999,100.73,0.430545783045,1481743634.0,1238757013.0,81.0902439,138299525.2,20.65,14.110000000000003,47843.0,85.5043920525,12.9,8.5,-23045.0,295537332.8,346275356.1,-2624.171911942707
89.76110802399998,-129395040.07895,488957897.6999999,8.2245000066,333796.8,22.355,1022.35,88824582.96339999,53.685625451,101.64,0.430545783045,1496999804.0,1406228300.0,81.34146341,141997400.4,21.785000000000004,16.255000000000003,47892.0,82.76881256100002,13.0,7.6,-27601.15,399302031.6,376404394.4,5393.908353277191
88.26145236449999,-165442075.82099998,489761568.58000004,7.701500028449999,268614.25,18.794999999999998,1597.5,88592521.82740001,51.343777427000006,101.82,0.430545783045,1464516704.0,1464071269.0,81.59268293,181826280.6,21.79,17.169999999999998,47960.0,81.03475503950003,13.2,8.1,-45173.5,430449888.6,455643652.6,4586.405159706708
89.89875210849998,-113337203.99045,488625804.9700001,9.948499998895,559832.6,22.1,762.3,86022408.6049,56.9637810535,100.67,0.430545783045,1268924925.0,1289555433.0,81.79512195,160971477.0,21.875000000000004,13.965,48051.0,80.8260037425,12.4,7.7,-50750.6,399500587.1,417366488.8,-7035.371413678935
48.06495891,14407674.86,498718990.2,6.627999952895,298218.0,23.8,646.2,93910648.39,64.56433017,99.77,0.418924446405,1223730692.0,1278174136.0,65.246,263974509.9,23.229999999999997,16.105,792736.0,83.280043984,25.948,6.88,-38692.0,309690378.9,446283854.0,-73.08706577498378
51.66386136,-44392621.36,449466222.5,8.675999942634999,300066.0,23.4,710.15,73117009.51,63.78938362,81.8,0.418924446405,965975437.9,1007398832.0,65.36,213408496.1,21.444999999999997,19.16,800157.0,83.598402214,25.509,6.901,-23502.1,237567948.5,346486813.0,-570.9032405367243
55.18273545,86209303.8,628350572.7,8.005999899150002,301424.0,23.0,646.2,90244775.28,63.08585691,100.78,0.418924446405,1192881803.0,1185164500.0,65.512,223547928.5,23.315,16.325,806303.0,81.37312145250002,25.107,6.917,-22984.95,317678716.5,368399675.1,338.1612958855544
52.60761897,1714839.27,555660636.8,6.799499949835,302281.0,22.7,720.4,86686941.23,62.46146326,100.57,0.418924446405,1183312976.0,1097340975.0,65.687,205973879.5,20.52,19.205,811006.0,85.61727237699999,24.738,6.939,-21866.55,251526825.1,328722634.6,-332.1671369073156
54.3757953,-38655902.86,531741750.0,8.675999942635,307487.0,22.5,720.4,87053850.6,60.03779127,92.47,0.418924446405,1140911886.0,1007247650.0,65.863,226240446.3,21.11,18.83,813925.0,86.51323585499998,24.393,6.974,-21743.6,215032065.4,340809979.8,-36.94308600871591
56.18053704,-28952265.6,681481430.8,7.569999945250001,311836.0,22.4,632.85,102698343.4,58.02433001,97.2,0.418924446405,1177923087.0,1132973616.0,66.022,237427408.7,22.705000000000002,18.36,815257.0,83.561510277,24.058,7.031,-58598.0,244026247.2,364833783.0,220.63270057253658
60.60409761,-36459497.47,866701582.6,8.220000267,315831.0,22.4,1011.05,133673729.6,56.2483965,90.62,0.418924446405,1580546471.0,1386485916.0,66.152,269715159.8,24.025,14.765,816076.0,82.94097023049999,23.725,7.112,-21704.65,287886907.9,429168688.7,577.6338482835117
61.96109202,-247358824.2,1070194100.0,4.699999809,320178.0,22.6,1290.0,163940523.4,54.559336,97.17,0.418924446405,1920600115.0,1467801500.0,66.247,345465089.4,24.825,15.915000000000001,817860.0,84.02822914149999,23.399,7.217,-31201.9,334444893.2,535160415.5,497.0394202334692
66.18543672,-162608383.6,421971119.6,3.890000105,325147.0,23.0,1351.3,176337742.5,52.97267507,98.65,0.418924446405,1897752809.0,1611472501.0,66.313,364071969.2,24.419999999999998,31.2,821604.0,83.931513977,23.094,7.343,-25105.7,359873625.1,490317445.3,324.64766218219756
68.65091453,-583397482.7,216429758.9,5.3804999948,333806.0,23.3,1706.45,165577462.7,52.90180427,104.18,0.418924446405,2090861830.0,1540665434.0,66.362,392474179.8,24.685000000000002,31.2,827870.0,85.46393718750001,22.827,7.484,-38485.35,380620725.5,497189521.7,88.28138708331835
70.67958777,-470648884.1,448201852.8,8.99700008055,343778.0,23.6,1893.05,177271651.5,52.58913761,95.2,0.418924446405,2087375023.0,1641930075.0,66.413,409104949.4,29.9,31.2,836190.0,84.73951396999999,22.613,7.63,-23691.0,401442091.5,522991119.7,324.24085416284197
71.63799353,-687997805.5,296926847.8,8.93999958,354507.0,23.7,3918.7,175093481.4,52.09614129,93.32,0.418924446405,2602685574.0,2012612160.0,66.477,428267051.5,22.895,31.2,845361.0,86.933583832,22.456,7.771,-43412.8,376892639.8,566742988.0,95.56871502179229
72.63425954,-304977999.1,385451493.8,8.720000267,365216.0,23.7,1202.95,139159336.7,51.55749827,87.12,0.418924446405,1706089891.0,1419133814.0,66.559,353170373.8,22.205,30.8,853637.0,84.35600051900002,22.353,7.899,-31270.7,289601370.4,478757375.9,-804.8537297242724
75.70653255,-172232357.8,450462884.8,8.909999847,375132.0,23.7,1607.3,141157802.7,51.10107463,81.09,0.418924446405,2003440546.0,1803732471.0,66.655,386610332.1,29.0,28.9,859818.0,86.12971382149999,22.292,8.007,-29649.7,294639316.1,533025387.1,289.7108816870118
82.81639082,-215956223.4,596496847.8,4.409999847,382756.0,23.6,4474.15,161425379.2,51.39914398,93.08,0.418924446405,2460825350.0,2237564131.0,66.759,450100323.4,20.799999999999997,28.0,863449.0,86.3666851045,22.259,8.086,-30280.4,347925496.3,657271860.4,718.9300733170339
85.77833023,-275363026.0,628764200.2,9.0,376486.0,23.6,4449.5,159996969.6,51.75743903,76.52,0.418924446405,2549025085.0,2427342310.0,66.859,459254874.6,28.5,27.3,865069.0,85.27696685849999,22.23,8.137,-51950.0,384323146.5,664238393.2,220.09827404861335
88.88461794,-239294220.9,752465897.6,8.132999938649998,369240.0,23.7,3759.45,162481823.0,52.24406665,85.81,0.418924446405,2911100250.0,2383078093.0,66.95,484650429.0,22.85,20.6,865608.0,88.402938653,22.185,8.165,3286.25,423753665.7,684552677.3,249.13793129467194
100.0003539,-339519368.9,1090133662.0,6.170000076,361562.0,24.0,3991.6,183182533.2,52.83217887,87.72,0.418924446405,2840256437.0,2541856522.0,67.03,517466408.8,27.7,20.6,866453.0,89.2820510875,22.108,8.174,-10018.6,393342269.8,729164512.0,764.8766405218703
102.5304586,-239314277.2,1056802216.0,8.0650000035,358244.0,24.3,4047.5,177077593.8,53.4224001,84.85,0.418924446405,2451420671.0,2286803966.0,67.103,491487604.9,20.345,20.6,868627.0,85.149194718,21.983,8.172,-64804.95,368592486.7,710401840.2,-214.82509863817086
72.99538867,3131691250.0,33537670261.0,14.97000027,2503945.0,4.7,41219.05,8708711958.0,50.05985069,99.59,0.608636106555,38637040431.0,47944107204.0,76.87853659,27487114878.0,25.629999999999995,23.425,5139835.0,83.715332031,11.5,9.6,22154.0,4344290459.0,36838850074.0,-1091.5776744479044
75.25674021,6668965419.0,37082391401.0,13.21000004,2522404.0,4.6,34985.0,8459693278.0,49.82126681,88.87,0.60507985205,39579439252.0,50182465510.0,77.09073171,30708722741.0,25.655,21.705000000000002,5153498.0,82.37050285400001,11.1,9.6,-6638.45,3886292835.0,40921228304.0,1317.3966751806547
75.9543972,2088623911.0,39442614027.0,11.68999958,2566138.0,4.4,34694.8,7429525890.0,49.61616042,92.04,0.60507985205,38720434690.0,50848071596.0,77.29121951,30866183678.0,25.654999999999994,21.705,5165474.0,80.87524128,11.1,9.6,-6638.45,3902620925.0,41154911570.0,168.07849494633774
77.19840219,14780179940.0,39301454550.0,11.13000011,2586118.0,4.3,33337.75,6745870647.0,49.54363011,98.74,0.600022567815,41311958725.0,52835820896.0,77.46585366,30358393219.0,25.305,20.7,5176209.0,85.0303535465,11.0,9.5,30831.55,3712916897.0,39710705731.0,-1891.8811629521624
79.74855946,4721635281.0,41366214814.0,10.28999996,2608246.0,4.2,34076.15,7050861298.0,49.44587306,97.62,0.600022567815,39489932886.0,51463087248.0,77.96585366,30545861298.0,24.975,19.55,5188008.0,83.609845734,10.8,9.4,-21712.15,3577628635.0,40051006711.0,660.722368582261
80.50159663,-756942688.0,43177151493.0,10.42000008,2623353.0,4.1,30740.95,7778983625.0,49.56702449,100.76,0.609162341065,42151326934.0,54686617730.0,78.1195122,31954639563.0,27.284999999999997,22.345,5200598.0,85.06739769100001,10.7,9.5,31935.0,3734236778.0,42075098814.0,1923.4857143559602
80.65448825,-5756624401.0,47981978047.0,10.47000027,2620803.0,4.0,37166.2,9654262977.0,49.80362936,97.69,0.6280013039750001,52641083521.0,63920993228.0,78.36829268,37590293454.0,25.945,20.065000000000005,5213014.0,83.05421104499999,10.9,9.4,-60825.25,4343115124.0,50575620767.0,5985.457725300112
81.14056159,-4017927073.0,58334631863.0,10.35999966,2611527.0,3.9,37390.85,11155916315.0,49.9921535,97.56,0.6374539837300001,63757139310.0,76117457164.0,78.71463415,42464613856.0,27.064999999999998,18.115000000000002,5228172.0,86.8966009145,11.0,9.1,-70566.05,4690836851.0,57899180531.0,4847.712747517115
81.89430971,-393671434.5,58581540659.0,8.380000114,2627895.0,3.8,32395.7,11558287278.0,50.07433493,101.94,0.6374539837300001,74357666957.0,82483521950.0,78.81707317,43451063301.0,27.425000000000004,19.1,5246096.0,92.33388710099999,11.0,9.1,-2903.1,4666086308.0,59910458898.0,1337.4435060803662
82.6483298,-2837996225.0,62381025507.0,7.71999979,2661292.0,3.6,10247.0,11972787605.0,50.14165227,100.5,0.6511691749149999,84397189813.0,93431188057.0,79.21463415,47308995107.0,29.334999999999997,17.1,5266268.0,90.11042423299999,11.2,9.1,51589.55,4340735165.0,65595282901.0,2147.8048173134084
84.92387031,-5459866277.0,76847530381.0,6.849999905,2690708.0,3.5,13948.0,13610466740.0,50.09524415,101.22,0.6479244887850001,99941144265.0,112217355598.0,79.26341463,56664385437.0,25.0,17.0,5288720.0,88.2101350785,11.1,9.3,57558.0,6094990419.0,78531344101.0,7226.751393201608
87.50320933,10751439982.0,80430390373.0,6.369999886,2718910.0,3.3,14091.0,15505713198.0,50.07927082,100.0,0.6438904404700001,117476197451.0,127764757580.0,79.56829268,59156291197.0,30.231905169999997,17.0,5313399.0,87.8746717445,11.2,9.2,57913.6,6275084224.0,84123333822.0,5139.193829590251
89.05543333,4920533661.0,60234569577.0,8.25,2689527.0,3.2,12254.0,15363490414.0,50.32121771,100.59,0.63851820529,85955821061.0,91103084190.0,79.7195122,42088080022.0,30.715000000000003,17.1,5338871.0,88.37391242999999,11.3,9.3,22403.25,5690469575.0,64791608780.0,-6260.046089039235
89.34302063,2766046760.0,59515302926.0,8.390000343,2679149.0,3.0,12391.0,15320973764.0,50.94831141,93.42,0.817361474,92321655573.0,95721453153.0,79.87073171,42283575191.0,23.4,15.9,5363352.0,85.2064222335,11.4,9.5,38331.25,6027455700.0,65181549615.0,-834.0195787181219
91.68696458,2457167886.0,63024750775.0,7.78000021,2692288.0,2.9,12744.0,16633104631.0,52.02271987,97.16,0.6445202201600001,109214466157.0,107070879949.0,80.47073171,44756745486.0,31.126905169999997,13.7,5388272.0,90.7373542785,11.1,9.4,-52984.7,6389054611.0,68896417662.0,4622.024415525186
94.41370954,3444014950.0,55484343094.0,7.690000057,2698827.0,2.7,12506.0,17517100841.0,53.37933606,93.03,0.6479244887850001,104257570476.0,100243661079.0,80.62682927,37352227935.0,22.3,15.0,5413971.0,86.439090919,11.0,9.6,81416.0,5978463643.0,60388521651.0,-3371.2074532961706
96.82909029,-2304132793.0,55682546447.0,8.18999958,2684111.0,2.6,12441.0,18296863185.0,54.92437891,99.06,0.647924488785,106008134700.0,103136231851.0,80.97560976,39348919477.0,33.17,14.1,5438972.0,88.5629398345,10.7,9.5,82086.2,6422281128.0,63268165812.0,2167.2530273706943
98.40897632,-17412516683.0,56994949016.0,8.659999847,2687528.0,2.6,11965.0,18392693892.0,56.45703508,101.22,0.6445202201600001,103296835603.0,100140536034.0,81.1804878,39678625991.0,21.3,14.6,5461512.0,89.8227542875,10.5,9.6,82086.2,6583252823.0,63401952013.0,382.25661451838823
100.0,-18121660314.0,48975244422.0,9.380000114,2695567.0,2.5,12625.0,15130702730.0,57.8258663,98.22,0.6511691749149999,84341201314.0,83008103046.0,81.4804878,34426541875.0,30.29,11.8,5479531.0,87.888739205,10.1,9.6,4347.5,5283594133.0,54638174849.0,-7475.601497310185
145.09064929700003,-2684017404.5705004,68834147164.65,12.78949996295,170203562.0,151.2628056,97911.7,12179236453.15,88.18040226,75.57659751,0.63688503504,99334614214.0,86442214390.0,53.93164144,40830686151.0,24.633457581000002,17.573886639999998,470020836.0,61.58539963,39.81389343,13.6721201,-4376293.0,54867910264.0,101508248258.0,56.24174985168679
155.235535284,-2836717618.0855,61576080475.05,11.54000002195,174410371.0,147.9238829,100336.8,11786674685.2,87.65371338,80.12603609,0.644755896925,98216755304.0,68496386222.0,54.10910376,38823233771.0,25.903457581000005,17.558886640000004,481098947.0,62.45851135,39.63931418,13.54312843,-1205520.5,56105601687.0,92683575439.0,-11.94277295524546
156.47407002100002,-3742771792.4975,75722384535.15,10.58199991035,178804621.0,144.4325609,116923.15,12892454357.3,87.06124605,82.18641444,0.6378332704350002,88999189618.0,78120328434.0,54.31203541,38866908194.0,24.228457581000004,17.226072874999996,492424960.0,63.12662125,39.47463154,13.39567139,-957434.95,54426605469.0,102842971260.0,39.47100440209681
480.4605193689499,-2603134343.08,93393687031.5,11.361838100499998,183434379.0,140.403054,82742.05,17836834378.1,86.45560218,84.02698789,0.663066351415,96079988394.0,119819969845.0,54.56919882,45287922299.0,21.5964454135,17.694304029499996,504450718.0,60.74932861,39.30242189,13.21691145,-993721.1,58769747522.0,136408560055.0,105.5788691751278
86.46244584444999,-5202915543.7300005,84576912233.4,10.997499990450002,187848202.0,136.4386432,83041.65,16312116714.95,86.25993782,86.54457774,0.663066351415,108909898021.0,101411503557.0,54.87019484,45201134343.0,22.581445413500003,17.4847594955,517162716.0,61.5615387,39.12171401,13.00754611,-1280666.2,59124571218.0,126706833087.0,-28.618275829729782
90.03422100045,-5323253390.8,82148827414.1,10.6929999588,192319496.0,132.3263773,85597.55,14912262120.65,85.96790705,90.48517349,0.663066351415,106717634113.0,106254309185.0,55.21347575,41227359808.0,23.895700945500003,17.8550443955,530422958.0,62.0209198,38.93661965,12.77126635,-2415321.0,76951284065.0,118937421314.0,-50.080128463972414
227.23574981845,-2161668298.7,103290790467.05,11.4792032662,197107101.0,128.2286334,82110.55,16915125005.4,85.61382158,93.0700899,0.663066351415,121972180338.0,123629299713.0,55.59312628,44164303115.0,21.735061987,19.0786493805,544149583.0,61.98640823,38.73445554,12.51280982,-2191694.8,80959088908.0,131382456680.0,27.6645628794995
344.91159402349996,-830791504.7950001,142434852094.95,8.75402266845,202037962.0,124.0957555,27375.45,21919429146.65,85.22134907,95.52021732,0.6510729462,144258418881.0,161531102129.0,56.00184341,52421588770.0,21.909642393500004,19.460357439,558207668.0,63.12842178,38.53061414,12.23755486,-2561345.4,85750867965.0,178900694115.0,163.56152088346892
72.6528102895,-317713795.4,154546571195.6,10.6106521673,207039155.0,120.1186484,33086.85,27292436982.25,84.8033717,101.0453354,0.649210885175,179985965702.0,213461868969.0,56.43193129,60904108001.0,24.092250312,18.95483871,572498604.0,63.33919907,38.30451412,11.95065307,-1425084.75,104158093048.0,235363395549.0,204.22960838264942
89.232148896,-11456879540.5,204850862933.55,8.20243883445,211511472.0,116.2636885,73570.1,32421493975.65,84.87397069,106.3354985,0.6624158352700001,207725026363.0,282716630509.0,56.87528301,70274521146.0,25.013495772,17.640625,587009010.0,64.62336731,38.05288282,11.65770601,-1730699.85,124943242577.0,288241872016.0,239.67767545746665
93.1601292245,-5042813397.8,246609153146.45,7.7310005355000015,215930146.0,112.4481532,85725.85,37989688613.55,84.85605531,105.9726803,0.668844854835,272086344644.0,307540687536.0,57.32230936,82680224681.0,22.620804426,17.278125,601759996.0,60.51327896,37.78798233,11.36412358,-5313288.0,147315639450.0,340204656790.0,257.2779235531714
84.914504271,-11314665544.7,331996322027.55,7.515260033700001,220396209.0,109.8375646,127499.2,49638770803.3,84.76162835,109.5137447,0.6748497486149999,325864868734.0,424673382116.0,57.76347489,103473570237.0,20.1477078335,16.740625,616786947.0,60.53364944,37.4978118,11.07742893,-2425962.6,184543119058.0,457450762499.0,419.5973872293039
80.33293118000002,-4931122818.7,299183768817.1,6.900452003599999,224692428.0,105.5668388,130814.65,48111508086.85,84.59488459,107.8044283,0.6688448548349999,328252238629.0,280229166765.0,58.19258491,107309256144.0,19.382314505,16.91515152,632127588.0,60.02249146,37.19893495,10.8026014,-2641768.8,183904327315.0,374523873921.0,-161.58934430123713
86.358440506,-14015317368.25,355793687150.45,7.2226753557,229355821.0,104.0185083,150556.7,57416790803.55,84.3540387,114.8225246,0.674849748615,381251654190.0,433520238756.0,58.60681826,115606923512.0,21.1581434505,16.68787879,647810261.0,60.28728867,36.87742634,10.54139931,-2225311.65,206623358283.0,509075741557.0,319.1798795261009
87.8320642935,-9914420105.6,367012634481.95,7.449243892549999,234584652.0,99.71664498,166780.35,56781831890.5,84.20569207,114.6586488,0.683694580205,395916380101.0,455748210354.0,59.01079626,118899068988.0,20.6570453695,16.26060606,663884474.0,60.10028076,36.52860009,10.29202771,-2225311.65,214319807913.0,556284935193.0,-18.96141666689209
